id,title,speaker,topics,transcript
702,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," The numbers tell the story quite clearly 190 heads of state — nine are women Of all the people in parliament in the world, 13 percent are women In the corporate sector, women at the top, C-level jobs, board seats — tops out at 15, 16 percent The numbers have not moved since 2002 and are going in the wrong direction And even in the non-profit world, a world we sometimes think of as being led by more women, women at the top: 20 percent"
703,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," A recent study in the US showed that, of married senior managers, two-thirds of the married men had children and only one-third of the married women had children A couple of years ago, I was in New York, and I was pitching a deal, and I was in one of those fancy New York private equity offices you can picture"
704,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," And I realized he doesn't know where the women's room is in his office So I start looking around for moving boxes, figuring they just moved in, but I don't see any And so I said, ""Did you just move into this office?"" And he said, ""No, we've been here about a year"" And I said, ""Are you telling me that I am the only woman to have pitched a deal in this office in a year?"" And he looked at me, and he said, ""Yeah"
705,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']",""" (Laughter) So the question is, how are we going to fix this? How do we change these numbers at the top? How do we make this different? I want to start out by saying, I talk about this — about keeping women in the workforce — because I really think that's the answer"
706,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," Now people talk about this a lot, and they talk about things like flextime and mentoring and programs companies should have to train women I want to talk about none of that today, even though that's all really important Today I want to focus on what we can do as individuals"
707,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," I don't have the right answer I don't even have it for myself I left San Francisco, where I live, on Monday, and I was getting on the plane for this conference And my daughter, who's three, when I dropped her off at preschool, did that whole hugging-the-leg, crying, ""Mommy, don't get on the plane"" thing This is hard I feel guilty sometimes"
708,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," So I'm not saying that staying in the workforce is the right thing for everyone My talk today is about what the messages are if you do want to stay in the workforce, and I think there are three One, sit at the table Two, make your partner a real partner And three, don't leave before you leave Number one: sit at the table"
709,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," And everyone kind of sat at the table He had these two women who were traveling with him pretty senior in his department, and I kind of said to them, ""Sit at the table Come on, sit at the table,"" and they sat on the side of the room When I was in college, my senior year, I took a course called European Intellectual History Don't you love that kind of thing from college? I wish I could do that now"
710,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," The three of us take this class together And then Carrie reads all the books in the original Greek and Latin, goes to all the lectures I read all the books in English and go to most of the lectures My brother is kind of busy He reads one book of 12 and goes to a couple of lectures, marches himself up to our room a couple days before the exam to get himself tutored The three of us go to the exam together, and we sit down"
711,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," We walk out, we look at each other, and we say, ""How did you do?"" And Carrie says, ""Boy, I feel like I didn't really draw out the main point on the Hegelian dialectic"" And I say, ""God, I really wish I had really connected John Locke's theory of property with the philosophers that follow"" And my brother says, ""I got the top grade in the class"" (Laughter) ""You got the top grade in the class? You don't know anything"
712,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," If you test men and women, and you ask them questions on totally objective criteria like GPAs, men get it wrong slightly high, and women get it wrong slightly low Women do not negotiate for themselves in the workforce A study in the last two years of people entering the workforce out of college showed that 57 percent of boys entering, or men, I guess, are negotiating their first salary, and only seven percent of women"
713,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," If you ask men why they did a good job, they'll say, ""I'm awesome Obviously Why are you even asking?"" If you ask women why they did a good job, what they'll say is someone helped them, they got lucky, they worked really hard Why does this matter? Boy, it matters a lot"
714,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," I wish the answer were easy I wish I could go tell all the young women I work for, these fabulous women, ""Believe in yourself and negotiate for yourself Own your own success"" I wish I could tell that to my daughter But it's not that simple Because what the data shows, above all else, is one thing, which is that success and likeability are positively correlated for men and negatively correlated for women"
715,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," There's a really good study that shows this really well There's a famous Harvard Business School study on a woman named Heidi Roizen And she's an operator in a company in Silicon Valley, and she uses her contacts to become a very successful venture capitalist In 2002 — not so long ago — a professor who was then at Columbia University took that case and made it [Howard] Roizen And he gave the case out, both of them, to two groups of students"
716,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']",""" But that one word made a really big difference He then surveyed the students, and the good news was the students, both men and women, thought Heidi and Howard were equally competent, and that's good The bad news was that everyone liked Howard He's a great guy You want to work for him You want to spend the day fishing with him But Heidi? Not so sure She's a little out for herself She's a little political"
717,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," This is the complication We have to tell our daughters and our colleagues, we have to tell ourselves to believe we got the A, to reach for the promotion, to sit at the table, and we have to do it in a world where, for them, there are sacrifices they will make for that, even though for their brothers, there are not The saddest thing about all of this is that it's really hard to remember this"
718,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," I gave this talk at Facebook not so long ago to about 100 employees, and a couple hours later, there was a young woman who works there sitting outside my little desk, and she wanted to talk to me I said, okay, and she sat down, and we talked And she said, ""I learned something today I learned that I need to keep my hand up"" ""What do you mean?"" She said, ""You're giving this talk, and you said you would take two more questions"
719,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," I put my hand down, and I noticed all the women did the same, and then you took more questions, only from the men"
720,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," (Cheers) (Applause) Message number two: Make your partner a real partner I've become convinced that we've made more progress in the workforce than we have in the home The data shows this very clearly If a woman and a man work full-time and have a child, the woman does twice the amount of housework the man does, and the woman does three times the amount of childcare the man does So she's got three jobs or two jobs, and he's got one"
721,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," And I don't think Sunday football-watching and general laziness is the cause I think the cause is more complicated I think, as a society, we put more pressure on our boys to succeed than we do on our girls I know men that stay home and work in the home to support wives with careers, and it's hard When I go to the Mommy-and-Me stuff and I see the father there, I notice that the other mommies don't play with him"
722,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," (Applause) Studies show that households with equal earning and equal responsibility also have half the divorce rate And if that wasn't good enough motivation for everyone out there, they also have more — how shall I say this on this stage? They know each other more in the biblical sense as well (Cheers) Message number three: Don't leave before you leave"
723,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," Here's what happens: We're all busy Everyone's busy A woman's busy And she starts thinking about having a child, and from the moment she starts thinking about having a child, she starts thinking about making room for that child ""How am I going to fit this into everything else I'm doing?"" And literally from that moment, she doesn't raise her hand anymore, she doesn't look for a promotion, she doesn't take on the new project, she doesn't say, ""Me"
724,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']",""" She starts leaning back The problem is that — let's say she got pregnant that day, that day — nine months of pregnancy, three months of maternity leave, six months to catch your breath — Fast-forward two years, more often — and as I've seen it — women start thinking about this way earlier — when they get engaged, or married, when they start thinking about having a child, which can take a long time One woman came to see me about this"
725,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," And I said, ""So are you and your husband thinking about having a baby?"" And she said, ""Oh no, I'm not married"" She didn't even have a boyfriend (Laughter) I said, ""You're thinking about this just way too early"
726,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," Your job needs to be challenging It needs to be rewarding You need to feel like you're making a difference And if two years ago you didn't take a promotion and some guy next to you did, if three years ago you stopped looking for new opportunities, you're going to be bored because you should have kept your foot on the gas pedal Don't leave before you leave Stay in"
727,Why we have too few women leaders,Sheryl Sandberg,"['business', 'technology']"," Don't make decisions too far in advance, particularly ones you're not even conscious you're making My generation really, sadly, is not going to change the numbers at the top They're just not moving We are not going to get to where 50 percent of the population — in my generation, there will not be 50 percent of [women] at the top of any industry But I'm hopeful that future generations can"
728,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']","So, I'll start with this: a couple years ago, an event planner called me because I was going to do a speaking event And she called, and she said, ""I'm really struggling with how to write about you on the little flyer"
729,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']",""" (Laughter) And I was like, ""Okay"" And she said, ""But the thing I liked about your talk is you're a storyteller So I think what I'll do is just call you a storyteller"" And of course, the academic, insecure part of me was like, ""You're going to call me a what?"" And she said, ""I'm going to call you a storyteller"" And I was like, ""Why not 'magic pixie'?"" (Laughter) I was like, ""Let me think about this for a second"
730,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And I thought, you know, I am a storyteller I'm a qualitative researcher I collect stories; that's what I do And maybe stories are just data with a soul And maybe I'm just a storyteller And so I said, ""You know what? Why don't you just say I'm a researcher-storyteller"" And she went, ""Ha ha There's no such thing"
731,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And this is where my story starts When I was a young researcher, doctoral student, my first year, I had a research professor who said to us, ""Here's the thing, if you cannot measure it, it does not exist"" And I thought he was just sweet-talking me I was like, ""Really?"" and he was like, ""Absolutely"" And so you have to understand that I have a bachelor's and a master's in social work, and I was getting my PhD"
732,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']",""" And I'm more of the, ""life's messy, clean it up, organize it and put it into a bento box"" (Laughter) And so to think that I had found my way, to found a career that takes me — really, one of the big sayings in social work is, ""Lean into the discomfort of the work"" And I'm like, knock discomfort upside the head and move it over and get all A's That was my mantra So I was very excited about this"
733,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," But I want to be able to make them not messy I want to understand them I want to hack into these things that I know are important and lay the code out for everyone to see So where I started was with connection Because, by the time you're a social worker for 10 years, what you realize is that connection is why we're here It's what gives purpose and meaning to our lives This is what it's all about"
734,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," So I thought, you know what, I'm going to start with connection Well, you know that situation where you get an evaluation from your boss, and she tells you 37 things that you do really awesome, and one ""opportunity for growth?"" (Laughter) And all you can think about is that opportunity for growth, right? Well, apparently this is the way my work went as well, because, when you ask people about love, they tell you about heartbreak"
735,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And when you ask people about connection, the stories they told me were about disconnection So very quickly — really about six weeks into this research — I ran into this unnamed thing that absolutely unraveled connection in a way that I didn't understand or had never seen And so I pulled back out of the research and thought, I need to figure out what this is And it turned out to be shame"
736,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," The only people who don't experience shame have no capacity for human empathy or connection No one wants to talk about it, and the less you talk about it, the more you have it What underpinned this shame, this ""I'm not good enough,"" — which, we all know that feeling: ""I'm not blank enough I'm not thin enough, rich enough, beautiful enough, smart enough, promoted enough"" The thing that underpinned this was excruciating vulnerability"
737,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And you know how I feel about vulnerability I hate vulnerability And so I thought, this is my chance to beat it back with my measuring stick I'm going in, I'm going to figure this stuff out, I'm going to spend a year, I'm going to totally deconstruct shame, I'm going to understand how vulnerability works, and I'm going to outsmart it So I was ready, and I was really excited As you know, it's not going to turn out well (Laughter) You know this"
738,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," But here's what I can tell you that it boils down to — and this may be one of the most important things that I've ever learned in the decade of doing this research My one year turned into six years: Thousands of stories, hundreds of long interviews, focus groups At one point, people were sending me journal pages and sending me their stories — thousands of pieces of data in six years And I kind of got a handle on it"
739,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," I wrote a book, I published a theory, but something was not okay — and what it was is that, if I roughly took the people I interviewed and divided them into people who really have a sense of worthiness — that's what this comes down to, a sense of worthiness — they have a strong sense of love and belonging — and folks who struggle for it, and folks who are always wondering if they're good enough"
740,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And that was, the people who have a strong sense of love and belonging believe they're worthy of love and belonging That's it They believe they're worthy And to me, the hard part of the one thing that keeps us out of connection is our fear that we're not worthy of connection, was something that, personally and professionally, I felt like I needed to understand better"
741,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," What do these people have in common? I have a slight office supply addiction, but that's another talk So I had a manila folder, and I had a Sharpie, and I was like, what am I going to call this research? And the first words that came to my mind were ""whole-hearted"" These are whole-hearted people, living from this deep sense of worthiness So I wrote at the top of the manila folder, and I started looking at the data"
742,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," What's the theme? What's the pattern? My husband left town with the kids because I always go into this Jackson Pollock crazy thing, where I'm just writing and in my researcher mode And so here's what I found What they had in common was a sense of courage And I want to separate courage and bravery for you for a minute"
743,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And so these folks had, very simply, the courage to be imperfect They had the compassion to be kind to themselves first and then to others, because, as it turns out, we can't practice compassion with other people if we can't treat ourselves kindly"
744,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," The other thing that they had in common was this: They fully embraced vulnerability They believed that what made them vulnerable made them beautiful They didn't talk about vulnerability being comfortable, nor did they really talk about it being excruciating — as I had heard it earlier in the shame interviewing They just talked about it being necessary They talked about the willingness to say, ""I love you"" first "
745,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," the willingness to breathe through waiting for the doctor to call after your mammogram They're willing to invest in a relationship that may or may not work out They thought this was fundamental I personally thought it was betrayal I could not believe I had pledged allegiance to research, where our job — you know, the definition of research is to control and predict, to study phenomena for the explicit reason to control and predict"
746,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," This led to a little breakdown — (Laughter) — which actually looked more like this (Laughter) And it did I call it a breakdown; my therapist calls it a spiritual awakening (Laughter) A spiritual awakening sounds better than breakdown, but I assure you, it was a breakdown And I had to put my data away and go find a therapist Let me tell you something: you know who you are when you call your friends and say, ""I think I need to see somebody"
747,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']",""" (Laughter) I was like, ""What does that mean?"" And they're like, ""I'm just saying, you know Don't bring your measuring stick"" (Laughter) I was like, ""Okay"" So I found a therapist My first meeting with her, Diana — I brought in my list of the way the whole-hearted live, and I sat down And she said, ""How are you?"" And I said, ""I'm great I'm okay"
748,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']","S meters are good (Laughter) And so I said, ""Here's the thing, I'm struggling"" And she said, ""What's the struggle?"" And I said, ""Well, I have a vulnerability issue And I know that vulnerability is the core of shame and fear and our struggle for worthiness, but it appears that it's also the birthplace of joy, of creativity, of belonging, of love And I think I have a problem, and I need some help"
749,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']",""" (Laughter) ""I just need some strategies"" (Laughter) (Applause) Thank you So she goes like this (Laughter) And then I said, ""It's bad, right?"" And she said, ""It's neither good nor bad"" (Laughter) ""It just is what it is"" And I said, ""Oh my God, this is going to suck"" (Laughter) And it did, and it didn't And it took about a year"
750,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," A: that's not me, and B: I don't even hang out with people like that (Laughter) For me, it was a yearlong street fight It was a slugfest Vulnerability pushed, I pushed back I lost the fight, but probably won my life back And so then I went back into the research and spent the next couple of years really trying to understand what they, the whole-hearted, what choices they were making, and what we are doing with vulnerability"
751,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," So this is what I learned We numb vulnerability — when we're waiting for the call It was funny, I sent something out on Twitter and on Facebook that says, ""How would you define vulnerability? What makes you feel vulnerable?"" And within an hour and a half, I had 150 responses Because I wanted to know what's out there"
752,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," This is the world we live in We live in a vulnerable world And one of the ways we deal with it is we numb vulnerability And I think there's evidence — and it's not the only reason this evidence exists, but I think it's a huge cause — We are the most in-debt  obese  addicted and medicated adult cohort in US history The problem is — and I learned this from the research — that you cannot selectively numb emotion You can't say, here's the bad stuff"
753,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," I don't want to feel these I'm going to have a couple of beers and a banana nut muffin (Laughter) I don't want to feel these And I know that's knowing laughter I hack into your lives for a living God (Laughter) You can't numb those hard feelings without numbing the other affects, our emotions You cannot selectively numb So when we numb those, we numb joy, we numb gratitude, we numb happiness"
754,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," And it becomes this dangerous cycle One of the things that I think we need to think about is why and how we numb And it doesn't just have to be addiction The other thing we do is we make everything that's uncertain certain Religion has gone from a belief in faith and mystery to certainty ""I'm right, you're wrong Shut up"" That's it Just certain The more afraid we are, the more vulnerable we are, the more afraid we are"
755,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," There's no discourse anymore There's no conversation There's just blame You know how blame is described in the research? A way to discharge pain and discomfort We perfect If there's anyone who wants their life to look like this, it would be me, but it doesn't work Because what we do is we take fat from our butts and put it in our cheeks (Laughter) Which just, I hope in 100 years, people will look back and go, ""Wow"
756,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," Let me tell you what we think about children They're hardwired for struggle when they get here And when you hold those perfect little babies in your hand, our job is not to say, ""Look at her, she's perfect My job is just to keep her perfect — make sure she makes the tennis team by fifth grade and Yale by seventh"" That's not our job"
757,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']",""" That's our job Show me a generation of kids raised like that, and we'll end the problems, I think, that we see today We pretend that what we do doesn't have an effect on people We do that in our personal lives We do that corporate — whether it's a bailout, an oil spill  a recall We pretend like what we're doing doesn't have a huge impact on other people I would say to companies, this is not our first rodeo, people"
758,The power of vulnerability,Brené Brown,"['communication', 'culture', 'social change']"," ""We're sorry We'll fix it"" But there's another way, and I'll leave you with this This is what I have found: To let ourselves be seen, deeply seen, vulnerably seen "
759,If I should have a daughter ...,Sarah Kay,['entertainment'],"If I should have a daughter, instead of ""Mom,"" she's going to call me ""Point B,"" because that way she knows that no matter what happens, at least she can always find her way to me And I'm going to paint solar systems on the backs of her hands so she has to learn the entire universe before she can say, ""Oh, I know that like the back of my hand"
760,If I should have a daughter ...,Sarah Kay,['entertainment']," But getting the wind knocked out of you is the only way to remind your lungs how much they like the taste of air There is hurt, here, that cannot be fixed by Band-Aids or poetry So the first time she realizes that Wonder Woman isn't coming, I'll make sure she knows she doesn't have to wear the cape all by herself, because no matter how wide you stretch your fingers, your hands will always be too small to catch all the pain you want to heal"
761,If I should have a daughter ...,Sarah Kay,['entertainment']," ""And, baby,"" I'll tell her, don't keep your nose up in the air like that I know that trick; I've done it a million times You're just smelling for smoke so you can follow the trail back to a burning house, so you can find the boy who lost everything in the fire to see if you can save him Or else find the boy who lit the fire in the first place, to see if you can change him"
762,If I should have a daughter ...,Sarah Kay,['entertainment']," Okay, there's a few that chocolate can't fix But that's what the rain boots are for, because rain will wash away everything, if you let it I want her to look at the world through the underside of a glass-bottom boat, to look through a microscope at the galaxies that exist on the pinpoint of a human mind, because that's the way my mom taught me That there'll be days like this (Singing) There'll be days like this, my momma said"
763,If I should have a daughter ...,Sarah Kay,['entertainment']," And those are the very days you have all the more reason to say thank you Because there's nothing more beautiful than the way the ocean refuses to stop kissing the shoreline, no matter how many times it's sent away You will put the wind in win some, lose some You will put the star in starting over, and over And no matter how many land mines erupt in a minute, be sure your mind lands on the beauty of this funny place called life"
764,If I should have a daughter ...,Sarah Kay,['entertainment']," But I want her to know that this world is made out of sugar It can crumble so easily, but don't be afraid to stick your tongue out and taste it ""Baby,"" I'll tell her, ""remember, your momma is a worrier, and your poppa is a warrior, and you are the girl with small hands and big eyes who never stops asking for more"" Remember that good things come in threes and so do bad things"
765,If I should have a daughter ...,Sarah Kay,['entertainment']," Your voice is small, but don't ever stop singing And when they finally hand you heartache, when they slip war and hatred under your door and offer you handouts on street-corners of cynicism and defeat, you tell them that they really ought to meet your mother (Applause) Thank you Thank you (Applause) Thank you (Applause) Thanks (Applause) Thank you"
766,If I should have a daughter ...,Sarah Kay,['entertainment']," They can be about whatever you want — technology, entertainment, design, your family, what you had for breakfast The only rule is don't think too hard Okay, ready? Go Okay So here are three things I know to be true I know that Jean-Luc Godard was right when he said that, ""A good story has a beginning, a middle and an end, although not necessarily in that order"
767,If I should have a daughter ...,Sarah Kay,['entertainment']," (Laughter) And I know that I have been waiting all week to tell this joke (Laughter) Why was the scarecrow invited to TED? Because he was out standing in his field (Laughter) I'm sorry Okay, so these are three things I know to be true But there are plenty of things I have trouble understanding So I write poems to figure things out Sometimes the only way I know how to work through something is by writing a poem"
768,If I should have a daughter ...,Sarah Kay,['entertainment']," Spoken-word poetry is the art of performance poetry I tell people it involves creating poetry that doesn't just want to sit on paper, that something about it demands it be heard out loud or witnessed in person When I was a freshman in high school, I was a live wire of nervous hormones And I was underdeveloped and over-excitable And despite my fear of ever being looked at for too long, I was fascinated by the idea of spoken-word poetry"
769,If I should have a daughter ...,Sarah Kay,['entertainment']," So I decided to give it a try My first spoken-word poem, packed with all the wisdom of a 14-year-old, was about the injustice of being seen as unfeminine The poem was very indignant, and mainly exaggerated, but the only spoken-word poetry that I had seen up until that point was mainly indignant, so I thought that's what was expected of me"
770,If I should have a daughter ...,Sarah Kay,['entertainment']," I felt this tap on my shoulder, and I turned around to see this giant girl in a hoodie sweatshirt emerge from the crowd She was maybe eight feet tall and looked like she could beat me up with one hand, but instead she just nodded at me and said, ""Hey, I really felt that Thanks"" And lightning struck I was hooked"
771,If I should have a daughter ...,Sarah Kay,['entertainment']," I was the youngest by at least a decade, but somehow the poets at the Bowery Poetry Club didn't seem bothered by the 14-year-old wandering about In fact, they welcomed me And it was here, listening to these poets share their stories, that I learned that spoken-word poetry didn't have to be indignant, it could be fun or painful or serious or silly"
772,If I should have a daughter ...,Sarah Kay,['entertainment']," Never mind the fact that I was 14 They told me, ""Write about being 14"" So I did and stood amazed every week when these brilliant, grown-up poets laughed with me and groaned their sympathy and clapped and told me, ""Hey, I really felt that too"" Now I can divide my spoken-word journey into three steps Step one was the moment I said, ""I can I can do this"" And that was thanks to a girl in a hoodie Step two was the moment I said, ""I will"
773,If I should have a daughter ...,Sarah Kay,['entertainment']," I love spoken word I will keep coming back week after week"" And step three began when I realized I didn't have to write indignant poems, if that's not what I was There were things that were specific to me, and the more that I focused on those things, the weirder my poetry got, but the more that it felt like mine It's not just the adage ""Write what you know"
774,If I should have a daughter ...,Sarah Kay,['entertainment']," I use poetry to help me work through what I don't understand, but I show up to each new poem with a backpack full of everywhere else that I've been When I got to university, I met a fellow poet who shared my belief in the magic of spoken-word poetry And actually, Phil Kaye and I coincidentally also share the same last name When I was in high school I had created Project VOICE as a way to encourage my friends to do spoken word with me"
775,If I should have a daughter ...,Sarah Kay,['entertainment'],"OICE, this time changing the mission to using spoken-word poetry as a way to entertain, educate and inspire We stayed full-time students, but in between we traveled, performing and teaching nine-year-olds to MFA candidates, from California to Indiana to India to a public high school just up the street from campus And we saw over and over the way that spoken-word poetry cracks open locks But it turns out sometimes, poetry can be really scary"
776,If I should have a daughter ...,Sarah Kay,['entertainment']," So I came up with lists Everyone can write lists And the first list that I assign is ""10 Things I Know to be True"" And here's what happens, you would discover it too if we all started sharing our lists out loud At a certain point, you would realize that someone has the exact same thing, or one thing very similar, to something on your list And then someone else has something the complete opposite of yours"
777,If I should have a daughter ...,Sarah Kay,['entertainment']," Fourth, someone has something you thought you knew everything about, but they're introducing a new angle of looking at it And I tell people that this is where great stories start from — these four intersections of what you're passionate about and what others might be invested in And most people respond really well to this exercise But one of my students, a freshman named Charlotte, was not convinced"
778,If I should have a daughter ...,Sarah Kay,['entertainment']," ""Miss,"" she'd say, ""I'm just not interesting I don't have anything interesting to say"" So I assigned her list after list, and one day I assigned the list ""10 Things I Should Have Learned by Now"" Number three on Charlotte's list was, ""I should have learned not to crush on guys three times my age"" I asked her what that meant, and she said, ""Miss, it's kind of a long story"" And I said, ""Charlotte, it sounds pretty interesting to me"
779,If I should have a daughter ...,Sarah Kay,['entertainment']," And the poem began, ""Anderson Cooper is a gorgeous man"" (Laughter) ""Did you see him on 60 Minutes, racing Michael Phelps in a pool — nothing but swim trunks on — diving in the water, determined to beat this swimming champion? After the race, he tossed his wet, cloud-white hair and said, 'You're a god' No, Anderson, you're the god"
780,If I should have a daughter ...,Sarah Kay,['entertainment']," Somebody once told me it's like walking through life like this You protect yourself from all the unexpected miseries or hurt that might show up But I try to walk through life like this And yes, that means catching all of those miseries and hurt, but it also means that when beautiful, amazing things just fall out of the sky, I'm ready to catch them"
781,If I should have a daughter ...,Sarah Kay,['entertainment']," It's not that I think that spoken-word poetry is the ideal art form I'm always trying to find the best way to tell each story I write musicals; I make short films alongside my poems But I teach spoken-word poetry because it's accessible Not everyone can read music or owns a camera, but everyone can communicate in some way, and everyone has stories that the rest of us can learn from Plus, spoken-word poetry allows for immediate connection"
782,If I should have a daughter ...,Sarah Kay,['entertainment']," And maybe even a giant girl in a hoodie who will connect with what you've shared And that is an amazing realization to have, especially when you're 14 Plus, now with YouTube, that connection's not even limited to the room we're in I'm so lucky that there's this archive of performances that I can share with my students It allows for even more opportunities for them to find a poet or a poem that they connect to"
783,If I should have a daughter ...,Sarah Kay,['entertainment']," It's not enough to just teach that you can express yourself You have to grow and explore and take risks and challenge yourself And that is step three: infusing the work you're doing with the specific things that make you you, even while those things are always changing Because step three never ends But you don't get to start on step three, until you take step one first: ""I can"
784,If I should have a daughter ...,Sarah Kay,['entertainment']," I watched her realize that, by putting the things that she knows to be true into the work she's doing, she can create poems that only Charlotte can write, about eyeballs and elevators and Dora the Explorer And I'm trying to tell stories only I can tell — like this story"
785,If I should have a daughter ...,Sarah Kay,['entertainment']," And I always thought that my beginning was at the Bowery Poetry Club, but it's possible that it was much earlier In preparing for TED, I discovered this diary page in an old journal I think December 54th was probably supposed to be 24th It's clear that when I was a child, I definitely walked through life like this I think that we all did"
786,If I should have a daughter ...,Sarah Kay,['entertainment']," So I'd like to close with this poem When they bombed Hiroshima, the explosion formed a mini-supernova, so every living animal, human or plant that received direct contact with the rays from that sun was instantly turned to ash And what was left of the city soon followed The long-lasting damage of nuclear radiation caused an entire city and its population to turn into powder"
787,If I should have a daughter ...,Sarah Kay,['entertainment'],""" She says I have old eyes When my Grandpa Genji died, I was only five years old, but I took my mom by the hand and told her, ""Don't worry, he'll come back as a baby"" And yet, for someone who's apparently done this already, I still haven't figured anything out yet My knees still buckle every time I get on a stage My self-confidence can be measured out in teaspoons mixed into my poetry, and it still always tastes funny in my mouth"
788,If I should have a daughter ...,Sarah Kay,['entertainment']," So no matter that I have inhibitions to fill all my pockets, I keep trying, hoping that one day I'll write a poem I can be proud to let sit in a museum exhibit as the only proof I existed My parents named me Sarah, which is a biblical name In the original story, God told Sarah she could do something impossible, and — she laughed, because the first Sarah, she didn't know what to do with impossible"
789,If I should have a daughter ...,Sarah Kay,['entertainment']," Impossible is trying to connect in this world, trying to hold onto others while things are blowing up around you, knowing that while you're speaking, they aren't just waiting for their turn to talk — they hear you They feel exactly what you feel at the same time that you feel it It's what I strive for every time I open my mouth — that impossible connection There's this piece of wall in Hiroshima that was completely burnt black by the radiation"
790,If I should have a daughter ...,Sarah Kay,['entertainment']," The only thing left now is a permanent shadow of positive light After the A-bomb, specialists said it would take 75 years for the radiation-damaged soil of Hiroshima City to ever grow anything again But that spring, there were new buds popping up from the earth When I meet you, in that moment, I'm no longer a part of your future I start quickly becoming part of your past But in that instant, I get to share your present"
791,If I should have a daughter ...,Sarah Kay,['entertainment']," And that is the greatest present of all So if you tell me I can do the impossible — I'll probably laugh at you I don't know if I can change the world yet, because I don't know that much about it — and I don't know that much about reincarnation either, but if you make me laugh hard enough, sometimes I forget what century I'm in This isn't my first time here This isn't my last time here These aren't the last words I'll share"
792,The history of our world in 18 minutes,David Christian,['humanity'],"First, a video Yes, it is a scrambled egg But as you look at it, I hope you'll begin to feel just slightly uneasy Because you may notice that what's actually happening is that the egg is unscrambling itself And you'll now see the yolk and the white have separated And now they're going to be poured back into the egg And we all know in our heart of hearts that this is not the way the universe works"
